Ticker,Name,Sector,Price,Dividend Yield,5-Year Average Dividend Yield,Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
RC,Ready Capital Corp,Real Estate,$4.52,20.0%,30.9%,93.0%,$772.40,,,125.2%,8.7,$3.93
RCEL,"AVITA Medical, Inc.",Healthcare,$5.26,,0.0%,0.0%,$6.94,,0,210.4%,14.2,$5.10
RCKT,"ROCKET PHARMACEUTICALS, INC.",Healthcare,$2.89,,0.0%,0.0%,$304.90,,0,160.7%,27.0,$2.19
RCKY,"ROCKY BRANDS, INC.",Consumer Cyclical,$21.40,3.0%,2.6%,62.0%,$159.82,$11.60,0,180.3%,36.8,$11.85
RCUS,"Arcus Biosciences, Inc.",Healthcare,$8.52,,0.0%,0.0%,$901.08,,0,159.6%,19.0,$6.50
RDFN,Redfin Corp,Real Estate,$10.82,,0.0%,0.0%,"$1,385.30",,0,262.0%,15.3,$5.49
RDN,RADIAN GROUP INC,Financial Services,$34.68,2.9%,2.4%,100.0%,"$4,660.05",$7.81,0,76.5%,36.8,$29.10
RDNT,"RadNet, Inc.",Healthcare,$57.80,,0.0%,0.0%,"$4,285.72",,1,110.3%,93.7,$45.00
RDUS,"RADIUS RECYCLING, INC.",Healthcare,$29.63,3.0%,2.5%,75.0%,$835.91,,,78.4%,29.7,$10.34
RDVT,"Red Violet, Inc.",Technology,$47.71,1.0%,0.1%,30.0%,$665.70,$76.88,0,87.2%,51.1,$20.72
RDW,Redwire Corp,N/A,$16.87,,0.0%,0.0%,"$1,280.36",,0,201.3%,26.7,$4.87
RDZN,Roadzen Inc.,N/A,$1.05,,0.0%,0.0%,$78.64,,0,72.7%,3.3,$0.68
REAL,"TheRealReal, Inc.",Consumer Cyclical,$5.10,,0.0%,0.0%,$576.79,,0,311.4%,11.4,$2.24
REAX,Real Brokerage Inc,N/A,$3.95,,0.0%,0.0%,$801.90,,,110.2%,6.8,$3.55
REFI,"Chicago Atlantic Real Estate Finance, Inc.",N/A,$14.26,14.0%,8.5%,206.0%,$298.79,$7.79,1,44.2%,15.8,$12.76
REI,"RING ENERGY, INC.",Energy,$0.86,,0.0%,0.0%,$177.94,$2.50,0,91.5%,2.1,$0.72
REKR,"Rekor Systems, Inc.",Industrials,$1.27,,0.0%,0.0%,$146.41,,0,202.8%,2.7,$0.62
RELL,"RICHARDSON ELECTRONICS, LTD.",Technology,$9.07,3.0%,2.6%,24.0%,$129.56,,,92.4%,15.3,$7.52
RELY,"Remitly Global, Inc.",N/A,$20.55,,0.0%,0.0%,"$4,185.22",,0,74.3%,27.3,$11.60
RENB,RENOVARO INC.,N/A,$0.34,,0.0%,0.0%,$59.11,,0,101.2%,2.1,$0.27
REPL,"Replimune Group, Inc.",Healthcare,$9.50,,0.0%,0.0%,$731.55,,0,123.0%,17.0,$6.44
REPX,"Riley Exploration Permian, Inc.",N/A,$27.85,5.0%,4.3%,150.0%,$610.92,$6.19,0,137.5%,36.6,$21.66
RES,RPC INC,Energy,$5.21,3.0%,2.0%,16.0%,"$1,146.94",$15.09,0,109.6%,7.3,$4.07
REVG,"REV Group, Inc.",Industrials,$44.42,,1.8%,22.0%,"$2,166.11",$22.35,0,115.0%,46.1,$21.42
REX,REX AMERICAN RESOURCES Corp,Energy,$49.53,,0.0%,0.0%,$815.70,$13.39,,67.1%,52.0,$33.45
REZI,"RESIDEO TECHNOLOGIES, INC.",Industrials,$20.97,,0.0%,0.0%,"$3,112.63",$69.17,0,149.4%,28.3,$14.18
RGCO,RGC RESOURCES INC,Utilities,$20.71,4.0%,3.8%,81.0%,$214.48,$18.57,1,50.0%,23.7,$18.50
RGLS,Regulus Therapeutics Inc.,Healthcare,$8.18,,0.0%,0.0%,$568.41,,0,130.3%,8.4,$0.83
RGNX,REGENXBIO Inc.,Healthcare,$8.53,,0.0%,0.0%,$429.87,,0,176.9%,15.4,$5.04
RGP,"RESOURCES CONNECTION, INC.",Industrials,$5.49,10.0%,10.2%,56.0%,$181.55,,,97.3%,11.6,$4.81
RGR,STURM RUGER & CO INC,Industrials,$37.72,2.0%,7.8%,72.0%,$635.79,$20.35,0,33.4%,45.6,$32.58
RGTI,"Rigetti Computing, Inc.",N/A,$11.50,,0.0%,0.0%,"$3,295.16",,0,189.6%,21.4,$0.66
RHLD,Resolute Holdings Management Inc.,N/A,$33.91,,0.0%,0.0%,$286.99,,,128.9%,54.1,$24.22
RHP,"Ryman Hospitality Properties, Inc.",Real Estate,$98.32,5.0%,2.0%,450.0%,"$5,900.49",$20.24,1,101.1%,118.9,$76.27
RICK,"RCI HOSPITALITY HOLDINGS, INC.",Consumer Cyclical,$39.49,0.7%,0.5%,28.0%,$347.44,$47.82,0,82.3%,61.5,$34.94
RIG,Transocean Ltd.,Energy,$3.04,,0.0%,164.0%,"$2,729.28",,0,164.9%,6.0,$1.97
RIGL,RIGEL PHARMACEUTICALS INC,Healthcare,$19.35,,0.0%,0.0%,$346.01,$9.31,0,63.5%,29.8,$7.48
RILY,"B. Riley Financial, Inc.",Financial Services,$2.91,,116.9%,300.0%,$88.75,,,103.9%,21.2,$2.67
RIOT,"Riot Platforms, Inc.",Technology,$10.10,,0.0%,100.0%,"$3,551.20",,0,270.6%,15.9,$6.19
RKLB,"Rocket Lab USA, Inc.",N/A,$28.50,,0.0%,0.0%,"$12,850.89",,0,219.7%,33.3,$4.20
RLAY,"Relay Therapeutics, Inc.",N/A,$3.35,,0.0%,0.0%,$576.06,,0,200.7%,10.7,$1.78
RLGT,"RADIANT LOGISTICS, INC",Industrials,$5.90,,0.0%,0.0%,$277.67,$16.18,0,106.2%,7.9,$5.23
RLJ,RLJ Lodging Trust,Real Estate,$7.33,8.0%,3.3%,55.0%,"$1,093.86",$26.47,2,116.7%,10.5,$6.16
RM,Regional Management Corp.,Financial Services,$27.73,4.0%,4.0%,120.0%,$274.60,$8.41,0,103.4%,36.8,$25.00
RMAX,"RE/MAX Holdings, Inc.",Real Estate,$8.56,,8.1%,92.0%,$160.28,$18.82,0,127.4%,14.3,$6.90
RMBL,"RumbleOn, Inc.",Consumer Cyclical,$2.02,,0.0%,0.0%,$76.10,,0,194.7%,7.1,$1.46
RMBS,RAMBUS INC,Technology,$61.36,,0.0%,0.0%,"$6,503.79",$31.39,0,161.8%,69.2,$37.43
RMNI,"Rimini Street, Inc.",Technology,$3.23,,0.0%,0.0%,$296.47,,0,104.6%,4.2,$1.53
RMR,RMR GROUP INC.,Real Estate,$16.33,11.0%,19.9%,180.0%,$520.24,$25.67,1,81.0%,24.6,$13.48
RNA,"Avidity Biosciences, Inc.",N/A,$29.25,,0.0%,0.0%,"$3,534.18",,0,113.7%,56.0,$21.51
RNAC,"Cartesian Therapeutics, Inc.",N/A,$9.97,,0.0%,0.0%,$259.54,,0,157.0%,29.7,$8.46
RNGR,"Ranger Energy Services, Inc.",Energy,$13.30,2.0%,0.7%,22.0%,$288.88,$14.59,0,37.2%,18.3,$9.75
RNST,RENASANT CORP,Financial Services,$34.57,3.0%,2.5%,88.0%,"$3,281.66",$16.61,0,92.5%,39.1,$26.80
ROAD,"Construction Partners, Inc.",Industrials,$103.03,,0.0%,0.0%,"$5,802.01",$115.61,0,130.7%,112.0,$51.63
ROCK,"GIBRALTAR INDUSTRIES, INC.",Industrials,$57.96,,0.0%,20.0%,"$1,701.30",$12.74,0,120.6%,81.9,$48.96
ROG,ROGERS CORP,Technology,$68.23,,0.0%,3.0%,"$1,263.77",$74.78,0,99.6%,134.1,$51.43
ROOT,"Root, Inc.",N/A,$138.05,,0.0%,0.0%,"$2,081.87",$39.35,0,161.3%,181.1,$34.04
RPAY,Repay Holdings Corp,Technology,$4.61,,0.0%,0.0%,$433.09,,0,142.4%,10.9,$3.59
RPD,"Rapid7, Inc.",Technology,$23.54,,0.0%,0.0%,"$1,511.55",$57.64,0,150.2%,44.5,$21.61
RRBI,RED RIVER BANCSHARES INC,Financial Services,$56.61,1.0%,0.5%,42.0%,$383.61,$10.54,0,49.3%,61.8,$45.53
RRR,"Red Rock Resorts, Inc.",Consumer Cyclical,$51.15,4.0%,3.8%,200.0%,"$5,383.47",$34.52,0,122.2%,59.2,$34.18
RSI,"Rush Street Interactive, Inc.",N/A,$14.10,,0.0%,0.0%,"$3,228.64",$382.81,0,185.0%,16.8,$8.52
RSVR,"Reservoir Media, Inc.",N/A,$7.47,,0.0%,0.0%,$487.81,$62.94,0,83.0%,9.8,$6.56
RUN,Sunrun Inc.,Technology,$6.32,,0.0%,0.0%,"$1,400.62",,,208.3%,22.3,$5.38
RUSHA,RUSH ENTERPRISES INC \TX\,Consumer Cyclical,$49.56,1.5%,1.1%,72.0%,"$3,855.43",$13.16,0,94.4%,65.0,$40.45
RUSHB,RUSH ENTERPRISES INC \TX\,Consumer Cyclical,$50.95,1.0%,1.1%,72.0%,"$3,855.43",$13.16,0,90.3%,61.2,$37.33
RVLV,"Revolve Group, Inc.",Consumer Cyclical,$21.09,,0.0%,0.0%,"$1,488.52",$29.47,0,197.5%,39.6,$14.87
RVMD,"Revolution Medicines, Inc.",Healthcare,$39.85,,0.0%,0.0%,"$7,437.66",,0,121.4%,62.4,$29.17
RWT,REDWOOD TRUST INC,Real Estate,$5.67,12.0%,13.5%,69.0%,$746.79,$22.72,3,120.3%,7.5,$4.68
RXO,"RXO, Inc.",N/A,$15.75,,0.0%,0.0%,"$2,534.14",,0,151.9%,32.8,$12.19
RXRX,"RECURSION PHARMACEUTICALS, INC.",N/A,$5.28,,0.0%,0.0%,"$2,077.19",,0,289.8%,12.4,$3.79
RXST,"RxSight, Inc.",N/A,$13.96,,0.0%,0.0%,$563.63,,0,126.8%,60.8,$12.53
RXT,"Rackspace Technology, Inc.",N/A,$1.20,,0.0%,0.0%,$289.61,,0,218.8%,3.4,$1.00
RYAM,RAYONIER ADVANCED MATERIALS INC.,Basic Materials,$3.84,,0.0%,28.0%,$257.75,,0,136.6%,10.3,$3.45
RYI,Ryerson Holding Corp,Industrials,$20.55,4.0%,2.1%,75.0%,$661.95,,,138.7%,27.0,$16.91
RYTM,"RHYTHM PHARMACEUTICALS, INC.",Healthcare,$61.81,,0.0%,0.0%,"$3,911.45",,0,134.2%,69.9,$39.46
SABR,Sabre Corp,Technology,$2.66,,0.0%,56.0%,"$1,008.30",,0,206.5%,4.6,$1.93
SAFE,Safehold Inc.,Real Estate,$15.35,5.0%,16.8%,71.0%,"$1,333.80",$12.78,0,113.1%,28.1,$13.68
SAFT,SAFETY INSURANCE GROUP INC,Financial Services,$77.93,4.6%,4.2%,360.0%,"$1,159.91",$15.99,1,34.4%,87.3,$69.94
SAGE,"Sage Therapeutics, Inc.",Healthcare,$9.15,,0.0%,0.0%,$571.73,,0,137.2%,13.5,$4.62
SAH,SONIC AUTOMOTIVE INC,Consumer Cyclical,$77.73,1.8%,1.3%,135.0%,"$2,636.05",$10.66,,100.3%,78.1,$50.20
SAMG,Silvercrest Asset Management Group Inc.,Financial Services,$14.62,5.5%,4.9%,80.0%,$196.45,$21.82,1,94.6%,18.7,$13.36
SANA,"Sana Biotechnology, Inc.",N/A,$2.79,,0.0%,0.0%,$622.53,,0,171.4%,7.4,$1.26
SANM,SANMINA CORP,Technology,$90.55,,0.0%,0.0%,"$4,814.42",$19.88,0,128.7%,91.1,$61.52
SATS,EchoStar CORP,Technology,$25.15,,0.0%,874.0%,"$7,147.11",,0,100.6%,32.5,$14.79
SAVA,CASSAVA SCIENCES INC,Healthcare,$2.07,,0.0%,0.0%,$100.00,,0,90.4%,42.2,$1.15
SB,"SAFE BULKERS, INC.",Industrials,$3.85,5.0%,3.4%,20.0%,$419.67,$4.70,0,81.1%,5.9,$2.98
SBCF,SEACOAST BANKING CORP OF FLORIDA,Financial Services,$24.90,3.0%,2.0%,72.0%,"$2,136.74",$16.90,0,83.3%,31.0,$21.21
SBGI,"Sinclair, Inc.",Communication Services,$13.08,8.0%,4.7%,100.0%,$909.30,$6.94,1,164.3%,17.8,$10.41
SBH,"Sally Beauty Holdings, Inc.",Consumer Cyclical,$8.51,,0.0%,0.0%,$857.60,$4.61,0,92.0%,14.8,$7.54
SBRA,"Sabra Health Care REIT, Inc.",Real Estate,$18.34,6.5%,6.9%,120.0%,"$4,349.48",$30.90,2,58.7%,19.0,$13.40
SBSI,SOUTHSIDE BANCSHARES INC,Financial Services,$28.02,5.1%,4.9%,144.0%,$847.50,$9.58,0,57.9%,36.7,$24.63
SBT,"Sterling Bancorp, Inc.",Financial Services,$4.83,,0.0%,4.0%,$253.13,$118.39,0,38.5%,NaN,NaN
SCHL,SCHOLASTIC CORP,Communication Services,$19.56,4.0%,4.2%,80.0%,$513.18,$27.59,1,98.0%,37.4,$15.60
SCL,STEPAN CO,Basic Materials,$54.34,2.8%,2.6%,153.0%,"$1,224.66",$21.80,1,100.7%,92.6,$43.92
SCLX,Scilex Holding Co,N/A,$4.71,,0.0%,0.0%,$33.30,,0,87.2%,78.1,$3.60
SCPH,scPharmaceuticals Inc.,Healthcare,$3.89,,0.0%,0.0%,$206.94,,0,101.4%,5.7,$1.94
SCS,STEELCASE INC,Industrials,$10.59,4.0%,4.3%,40.0%,"$1,172.77",$9.72,0,112.4%,14.4,$9.32
SCSC,"SCANSOURCE, INC.",Technology,$41.00,,0.0%,0.0%,$919.87,$13.62,0,114.1%,53.9,$28.75
SCVL,SHOE CARNIVAL INC,Consumer Cyclical,$19.50,3.1%,2.0%,56.0%,$533.32,$8.10,0,89.1%,46.2,$16.14
SCWO,374Water Inc.,N/A,$0.38,,0.0%,0.0%,$57.73,,0,142.0%,2.0,$0.25
SD,SANDRIDGE ENERGY INC,Energy,$12.10,4.0%,8.4%,44.0%,$443.18,$6.83,0,80.4%,13.5,$8.72
SDGR,"Schrodinger, Inc.",Healthcare,$20.98,,0.0%,0.0%,"$1,544.58",,0,190.7%,28.5,$16.60
SDRL,Seadrill Ltd,Energy,$28.48,,0.0%,0.0%,"$1,771.55",$4.76,0,121.7%,56.5,$17.74
SEAT,Vivid Seats Inc.,N/A,$1.94,,3.0%,23.0%,$399.78,,0,121.1%,5.9,$1.44
SEI,"Solaris Energy Infrastructure, Inc.",N/A,$28.90,2.0%,1.6%,48.0%,"$1,958.06",$123.93,1,156.3%,38.6,$7.90
SEM,SELECT MEDICAL HOLDINGS CORP,Healthcare,$15.01,119.0%,25.4%,"1,781.0%","$1,917.80",$11.03,0,101.4%,22.3,$13.97
SEMR,"SEMrush Holdings, Inc.",N/A,$8.98,,0.0%,0.0%,"$1,329.21",$191.34,0,167.7%,18.7,$7.90
SENEA,Seneca Foods Corp,Consumer Defensive,$89.34,,0.0%,0.0%,$615.63,$14.93,0,27.3%,96.8,$56.36
SEPN,"Septerna, Inc.",N/A,$10.05,,0.0%,0.0%,$460.90,,0,296.9%,29.0,$4.17
SERA,"SERA PROGNOSTICS, INC.",N/A,$1.92,,0.0%,0.0%,$70.82,,0,107.5%,9.1,$1.37
SES,SES AI Corp,Energy,$0.92,,0.0%,0.0%,$338.20,,0,206.8%,2.5,$0.20
SEVN,Seven Hills Realty Trust,N/A,$11.89,12.0%,8.9%,140.0%,$174.99,$10.22,1,41.3%,13.5,$9.89
SEZL,Sezzle Inc.,N/A,$144.58,,0.0%,0.0%,"$4,760.94",$44.63,0,363.8%,152.1,$11.67
SFBS,"ServisFirst Bancshares, Inc.",Financial Services,$72.34,1.9%,1.4%,127.0%,"$3,949.54",$16.43,0,91.3%,100.6,$57.55
SFIX,"Stitch Fix, Inc.",Consumer Cyclical,$3.89,,0.0%,0.0%,$498.46,,0,216.9%,7.0,$2.21
SFL,SFL Corp Ltd.,Industrials,$8.84,12.2%,10.3%,108.0%,"$1,295.35",$9.91,1,60.1%,12.6,$6.57
SFM,"Sprouts Farmers Market, Inc.",Consumer Defensive,$165.08,,0.0%,0.0%,"$15,839.40",$35.47,0,70.8%,182.0,$76.31
SFNC,SIMMONS FIRST NATIONAL CORP,Financial Services,$18.36,4.6%,4.1%,84.0%,"$2,292.33",$15.68,1,87.8%,25.2,$15.64
SFST,SOUTHERN FIRST BANCSHARES INC,Financial Services,$36.15,,0.0%,0.0%,$295.71,$16.18,0,58.4%,45.9,$26.43
SG,"Sweetgreen, Inc.",Financial Services,$12.28,,0.0%,0.0%,"$1,446.31",,0,159.0%,45.1,$12.08
SGC,"SUPERIOR GROUP OF COMPANIES, INC.",Consumer Cyclical,$9.91,6.0%,5.2%,56.0%,$159.67,$21.77,1,100.3%,19.9,$8.99
SGHC,Super Group (SGHC) Ltd,N/A,$9.77,3.0%,0.7%,29.0%,"$4,923.33",$12.94,0,138.6%,10.0,$2.74
SGHT,"Sight Sciences, Inc.",N/A,$4.26,,0.0%,0.0%,$220.77,,0,204.2%,8.5,$2.03
SGRY,"Surgery Partners, Inc.",Healthcare,$19.98,,0.0%,0.0%,"$2,542.06",,,163.5%,34.0,$19.50
SHAK,Shake Shack Inc.,Consumer Cyclical,$130.05,,0.0%,0.0%,"$5,483.52",$441.79,0,139.6%,139.9,$72.93
SHBI,SHORE BANCSHARES INC,Financial Services,$14.69,3.0%,3.5%,48.0%,$486.93,$9.84,0,79.8%,17.3,$10.06
SHEN,SHENANDOAH TELECOMMUNICATIONS CO/VA/,Communication Services,$14.14,1.0%,34.4%,10.0%,$776.23,,0,61.9%,21.7,$9.77
SHLS,"Shoals Technologies Group, Inc.",N/A,$5.32,,0.0%,0.0%,$873.49,$45.80,0,118.6%,7.1,$2.71
SHO,"Sunstone Hotel Investors, Inc.",Real Estate,$8.73,4.0%,1.7%,36.0%,"$1,730.07",$86.48,2,106.3%,12.2,$7.45
SHOO,"STEVEN MADDEN, LTD.",Consumer Cyclical,$23.37,4.0%,2.7%,84.0%,"$1,688.60",$10.18,0,111.5%,49.0,$18.89
SHYF,"SHYFT GROUP, INC.",N/A,$12.17,2.0%,1.5%,20.0%,$426.02,$972.66,16,140.8%,17.3,$6.78
SIBN,"SI-BONE, Inc.",Healthcare,$16.69,,0.0%,0.0%,$710.81,,0,77.9%,20.1,$11.70
SIG,SIGNET JEWELERS LTD,Consumer Cyclical,$81.29,1.0%,1.0%,119.0%,"$3,350.86",$88.18,1,122.0%,105.2,$45.30
SIGA,SIGA TECHNOLOGIES INC,Healthcare,$6.45,9.0%,6.8%,60.0%,$458.65,$9.45,0,126.6%,11.6,$4.48
SIGI,SELECTIVE INSURANCE GROUP INC,Financial Services,$85.78,1.8%,1.4%,149.0%,"$5,177.98",$22.99,0,38.2%,102.6,$77.79
SITC,SITE Centers Corp.,Real Estate,$12.46,372.0%,86.8%,"4,600.0%",$648.74,$1.19,0,98.2%,18.2,$10.46
SITM,SITIME Corp,Technology,$227.24,,0.0%,0.0%,"$5,412.56",,0,252.6%,268.2,$105.40
SJW,H2O America Inc.,Utilities,$53.13,3.0%,2.8%,164.0%,"$1,805.20",$18.27,1,41.1%,60.5,$44.19
SKIN,Beauty Health Co,N/A,$1.47,,0.0%,0.0%,$183.95,,0,149.0%,2.2,$0.78
SKT,TANGER INC.,Real Estate,$30.07,3.9%,2.8%,112.0%,"$3,381.63",$17.06,1,90.9%,36.9,$25.04
SKWD,"Skyward Specialty Insurance Group, Inc.",N/A,$57.80,,0.0%,0.0%,"$2,310.24",$18.62,0,52.1%,65.1,$34.10
SKY,"Champion Homes, Inc.",Consumer Cyclical,$61.62,,0.0%,62.0%,"$3,496.40",$17.62,0,137.7%,116.5,$59.44
SKYE,"Skye Bioscience, Inc.",N/A,$2.16,,0.0%,0.0%,$66.31,,0,"-3,199.2%",9.7,$1.14
SKYH,Sky Harbour Group Corp,N/A,$9.77,,0.0%,0.0%,$741.36,,0,109.2%,14.5,$8.26
SKYT,"SkyWater Technology, Inc",N/A,$9.05,,0.0%,0.0%,$426.57,,,225.4%,19.0,$5.63
SKYW,SKYWEST INC,Industrials,$96.51,,0.0%,50.0%,"$3,920.06",$10.79,0,112.2%,135.6,$64.61
SLAB,SILICON LABORATORIES INC.,Technology,$140.98,,0.0%,0.0%,"$4,593.28",,0,150.6%,160.0,$82.82
SLDB,Solid Biosciences Inc.,Healthcare,$4.64,,0.0%,0.0%,$360.45,,0,218.7%,10.4,$2.41
SLDP,"Solid Power, Inc.",N/A,$1.93,,0.0%,0.0%,$355.14,,0,170.1%,2.7,$0.68
SLG,SL GREEN REALTY CORP,Real Estate,$64.83,4.8%,6.7%,304.0%,"$4,617.87",,,153.2%,80.5,$44.73
SLND,"Southland Holdings, Inc.",N/A,$3.92,,0.0%,0.0%,$214.37,,0,34.6%,5.6,$1.85
SLNO,SOLENO THERAPEUTICS INC,Healthcare,$79.08,,0.0%,0.0%,"$4,000.27",,0,474.0%,81.5,$36.93
SLP,"Simulations Plus, Inc.",Healthcare,$17.86,1.0%,0.6%,24.0%,$363.61,$50.08,0,127.3%,49.6,$17.97
SLQT,"SelectQuote, Inc.",N/A,$2.22,,0.0%,0.0%,$388.62,,0,205.0%,6.9,$1.62
SLRN,"ACELYRIN, Inc.",N/A,$2.27,,0.0%,0.0%,$229.16,,0,87.6%,NaN,NaN
SLVM,Sylvamo Corp,N/A,$50.11,4.0%,1.4%,180.0%,"$2,043.47",$7.15,0,83.3%,96.7,$50.01
SM,SM Energy Co,Energy,$27.54,3.0%,1.6%,78.0%,"$3,153.43",$3.84,0,114.0%,49.1,$19.49
SMBC,"SOUTHERN MISSOURI BANCORP, INC.",Financial Services,$51.45,1.8%,1.5%,92.0%,$584.32,$10.37,0,81.3%,68.1,$40.37
SMBK,SMARTFINANCIAL INC.,Financial Services,$31.46,1.0%,0.9%,32.0%,$535.54,$14.08,0,76.5%,37.5,$21.34
SMHI,SEACOR Marine Holdings Inc.,Industrials,$5.73,,0.0%,0.0%,$156.82,,0,148.2%,15.4,$3.63
SMID,SMITH MIDLAND CORP,Basic Materials,$29.60,,0.0%,0.0%,$156.75,$20.42,0,132.3%,52.0,$25.03
SMLR,"Semler Scientific, Inc.",Healthcare,$36.15,,0.0%,0.0%,$356.18,,0,166.1%,81.6,$21.77
SMMT,Summit Therapeutics Inc.,Healthcare,$20.08,,0.0%,0.0%,"$14,972.15",,0,-21.2%,36.9,$6.78
SMP,"STANDARD MOTOR PRODUCTS, INC.",Consumer Cyclical,$30.57,4.0%,3.6%,120.0%,$673.50,$21.56,1,83.9%,34.9,$21.15
SMPL,Simply Good Foods Co,Consumer Defensive,$33.15,,0.0%,0.0%,"$3,312.37",$22.77,0,46.8%,40.5,$31.25
SMR,NUSCALE POWER Corp,N/A,$39.45,,0.0%,0.0%,"$11,136.83",,0,201.6%,45.3,$6.88
SMRT,"SmartRent, Inc.",Consumer Cyclical,$0.91,,0.0%,0.0%,$172.18,,0,150.5%,2.6,$0.67
SMTC,SEMTECH CORP,Technology,$42.07,,0.0%,0.0%,"$3,630.90",,0,175.5%,79.5,$24.05
SMTI,Sanara MedTech Inc.,Healthcare,$27.55,,0.0%,0.0%,$245.48,,0,77.6%,39.1,$25.86
SMXT,"SolarMax Technology, Inc.",N/A,$1.10,,0.0%,0.0%,$52.15,,0,136.5%,5.5,$0.60
SNBR,Sleep Number Corp,Consumer Cyclical,$7.19,,0.0%,0.0%,$162.70,,0,237.1%,20.8,$4.48
SNCY,"Sun Country Airlines Holdings, Inc.",N/A,$10.94,,0.0%,0.0%,$575.63,$10.64,0,109.5%,18.6,$8.10
SNDA,"SONIDA SENIOR LIVING, INC.",N/A,$24.10,,0.0%,0.0%,$454.09,,,58.3%,33.3,$19.34
SNDX,Syndax Pharmaceuticals Inc,Healthcare,$9.75,,0.0%,0.0%,$833.80,,0,116.7%,25.1,$8.58
SNEX,StoneX Group Inc.,N/A,$86.16,,0.0%,0.0%,"$4,190.69",$14.19,0,71.1%,97.2,$47.33
SOC,Sable Offshore Corp.,N/A,$22.59,,0.0%,0.0%,"$2,011.80",,0,152.9%,35.0,$13.66
SONO,Sonos Inc,Technology,$9.98,,0.0%,0.0%,"$1,192.47",,0,144.1%,15.9,$7.63
SOUN,"SOUNDHOUND AI, INC.",N/A,$9.51,,0.0%,0.0%,"$3,784.34",,0,160.1%,25.0,$3.82
SPCE,"Virgin Galactic Holdings, Inc",Industrials,$2.97,,0.0%,0.0%,$124.31,,0,216.2%,10.0,$2.18
SPFI,"SOUTH PLAINS FINANCIAL, INC.",Financial Services,$35.00,1.7%,1.3%,59.0%,$567.48,$11.10,0,57.0%,40.6,$24.99
SPHR,Sphere Entertainment Co.,N/A,$39.22,,0.0%,0.0%,"$1,383.82",,0,150.7%,50.9,$23.89
SPIR,"Spire Global, Inc.",Technology,$10.10,,0.0%,0.0%,$330.40,,0,211.1%,21.4,$6.26
SPNS,SAPIENS INTERNATIONAL CORP N V,Technology,$28.45,3.0%,1.9%,95.0%,,,0,93.0%,39.9,$23.69
SPNT,SiriusPoint Ltd,N/A,$19.58,,0.0%,0.0%,"$2,252.50",$13.51,0,67.0%,20.0,$11.96
SPOK,"Spok Holdings, Inc",Communication Services,$16.55,8.0%,6.4%,125.0%,$340.47,$21.38,2,46.2%,17.3,$13.02
SPRY,"ARS Pharmaceuticals, Inc.",N/A,$15.79,,0.0%,0.0%,"$1,562.58",,0,121.3%,18.5,$7.55
SPSC,SPS COMMERCE INC,Technology,$135.17,,0.0%,0.0%,"$5,092.39",$62.68,0,120.1%,218.6,$120.09
SPT,"Sprout Social, Inc.",Technology,$20.15,,0.0%,0.0%,"$1,167.58",,0,195.6%,39.8,$18.52
SPTN,SpartanNash Co,Consumer Defensive,$18.18,4.8%,4.3%,88.0%,$607.94,,,30.5%,22.2,$16.90
SPXC,"SPX Technologies, Inc.",Industrials,$156.79,,0.0%,39.0%,"$7,287.60",$35.95,0,122.9%,183.8,$115.00
SR,SPIRE MISSOURI INC,Utilities,$72.42,4.3%,3.7%,311.0%,$144.74,$0.61,1,48.4%,79.0,$55.75
SRCE,1ST SOURCE CORP,Financial Services,$59.89,2.5%,2.1%,146.0%,"$1,452.16",$10.32,0,71.7%,67.4,$48.51
SRDX,SURMODICS INC,Healthcare,$29.15,,0.0%,0.0%,$416.68,,0,98.8%,42.4,$26.00
SRI,STONERIDGE INC,Consumer Cyclical,$6.21,,0.0%,0.0%,$174.32,,0,132.0%,18.4,$3.54
SRRK,Scholar Rock Holding Corp,Healthcare,$35.22,,0.0%,0.0%,"$3,448.42",,0,179.7%,47.0,$6.76
SSB,SouthState Corp,Financial Services,$86.95,2.5%,2.4%,216.0%,"$8,732.49",$17.16,0,89.1%,113.0,$70.52
SSBK,"Southern States Bancshares, Inc.",N/A,$34.29,1.0%,0.8%,36.0%,$340.09,$9.17,0,48.3%,39.0,$24.80
SSP,E.W. SCRIPPS Co,Communication Services,$3.05,,1.4%,20.0%,$256.99,$3.15,0,90.6%,4.1,$1.36
SSRM,SSR MINING INC.,Basic Materials,$13.22,,1.2%,28.0%,"$2,650.31",$31.33,0,61.6%,13.3,$4.32
SST,"System1, Inc.",N/A,$6.24,,0.0%,0.0%,$57.55,,,108.2%,15.7,$2.90
SSTI,"SOUNDTHINKING, INC.",Technology,$15.72,,0.0%,0.0%,$199.11,,0,126.3%,19.4,$9.33
SSTK,"Shutterstock, Inc.",Communication Services,$19.10,6.9%,5.2%,126.0%,$673.35,$17.49,1,136.6%,43.7,$14.09
STAA,STAAR SURGICAL CO,Healthcare,$16.87,,0.0%,0.0%,$834.52,,0,143.0%,49.9,$13.50
STBA,S&T BANCORP INC,Financial Services,$36.32,3.7%,3.4%,135.0%,"$1,377.59",$10.32,0,75.2%,44.7,$29.72
STC,STEWART INFORMATION SERVICES CORP,Financial Services,$62.31,3.0%,2.7%,200.0%,"$1,739.94",$23.75,1,87.2%,76.8,$57.74
